     1→import '../../../../core/errors/exceptions.dart';
     2→import '../../../../core/errors/failures.dart';
     3→import '../../../../core/utils/result.dart';
     4→import '../../domain/entities/marketplace_entities.dart';
     5→import '../../domain/repositories/marketplace_repository.dart';
     6→import '../datasources/marketplace_remote_datasource.dart';
     7→import '../models/marketplace_models.dart';
     8→
     9→class MarketplaceRepositoryImpl implements MarketplaceRepository {
    10→  MarketplaceRepositoryImpl({required this.remoteDataSource});
  1498→
  1499→  @override
  1500→  Future<Result<List<MarketplaceProductEntity>>> getRecommendations(
  1501→    String userId, {
  1502→    int limit = 10,
  1503→  }) async {
  1504→    try {
  1505→      final models = await remoteDataSource.getRecommendations(
  1506→        userId,
  1507→        limit: limit,
  1508→      );
  1509→      return Success(models.map((m) => m.toEntity()).toList());
  1510→    } on AuthException catch (e) {
  1511→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1512→    } on ServerException catch (e) {
  1513→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1514→    } on NetworkException catch (e) {
  1515→      return FailureResult(Failure.network(message: e.message));
  1516→    } catch (e) {
  1517→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1518→    }
  1519→  }
  1520→
  1521→  @override
  1522→  Future<Result<List<MarketplaceProductEntity>>> getTrendingProducts({
  1523→    int limit = 10,
  1524→  }) async {
  1525→    try {
  1526→      final models = await remoteDataSource.getTrendingProducts(limit: limit);
  1527→      return Success(models.map((m) => m.toEntity()).toList());
  1528→    } on AuthException catch (e) {
  1529→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1530→    } on ServerException catch (e) {
  1531→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1532→    } on NetworkException catch (e) {
  1533→      return FailureResult(Failure.network(message: e.message));
  1534→    } catch (e) {
  1535→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1536→    }
  1537→  }
  1538→
  1539→  // ─── Marketplace Moderation ──────────────────────────────────────────
  1540→
  1541→  @override
  1542→  Future<Result<List<MarketplaceProductEntity>>> getPendingProducts({
  1543→    int limit = 20,
  1544→    int offset = 0,
  1545→  }) async {
  1546→    try {
  1547→      final models = await remoteDataSource.getPendingProducts(
  1548→        limit: limit,
  1549→        offset: offset,
  1550→      );
  1551→      return Success(models.map((m) => m.toEntity()).toList());
  1552→    } on AuthException catch (e) {
  1553→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1554→    } on ServerException catch (e) {
  1555→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1556→    } on NetworkException catch (e) {
  1557→      return FailureResult(Failure.network(message: e.message));
  1558→    } catch (e) {
  1559→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1560→    }
  1561→  }
  1562→
  1563→  @override
  1564→  Future<Result<MarketplaceProductEntity>> approveProduct(
  1565→    String productId,
  1566→    String moderatorId,
  1567→  ) async {
  1568→    try {
  1569→      final model = await remoteDataSource.approveProduct(productId, moderatorId);
  1570→      return Success(model.toEntity());
  1571→    } on AuthException catch (e) {
  1572→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1573→    } on ServerException catch (e) {
  1574→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1575→    } on NetworkException catch (e) {
  1576→      return FailureResult(Failure.network(message: e.message));
  1577→    } catch (e) {
  1578→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1579→    }
  1580→  }
  1581→
  1582→  @override
  1583→  Future<Result<MarketplaceProductEntity>> rejectProduct(
  1584→    String productId,
  1585→    String reason,
  1586→    String moderatorId,
  1587→  ) async {
  1588→    try {
  1589→      final model = await remoteDataSource.rejectProduct(
  1590→        productId,
  1591→        reason,
  1592→        moderatorId,
  1593→      );
  1594→      return Success(model.toEntity());
  1595→    } on AuthException catch (e) {
  1596→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1597→    } on ServerException catch (e) {
  1598→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1599→    } on NetworkException catch (e) {
  1600→      return FailureResult(Failure.network(message: e.message));
  1601→    } catch (e) {
  1602→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1603→    }
  1604→  }
  1605→
  1606→  @override
  1607→  Future<Result<MarketplaceReviewEntity>> moderateReview(
  1608→    String reviewId,
  1609→    MarketplaceReviewStatus status,
  1610→  ) async {
  1611→    try {
  1612→      final model = await remoteDataSource.moderateReview(
  1613→        reviewId,
  1614→        status.value,
  1615→      );
  1616→      return Success(model.toEntity());
  1617→    } on AuthException catch (e) {
  1618→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1619→    } on ServerException catch (e) {
  1620→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1621→    } on NetworkException catch (e) {
  1622→      return FailureResult(Failure.network(message: e.message));
  1623→    } catch (e) {
  1624→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1625→    }
  1626→  }
  1627→
  1628→  @override
  1629→  Future<Result<SellerProfileEntity>> suspendSeller(
  1630→    String sellerId,
  1631→    String reason,
  1632→  ) async {
  1633→    try {
  1634→      final model = await remoteDataSource.suspendSeller(sellerId, reason);
  1635→      return Success(model.toEntity());
  1636→    } on AuthException catch (e) {
  1637→      return FailureResult(Failure.auth(message: e.message, code: e.code));
  1638→    } on ServerException catch (e) {
  1639→      return FailureResult(Failure.server(message: e.message, statusCode: e.statusCode ?? 500));
  1640→    } on NetworkException catch (e) {
  1641→      return FailureResult(Failure.network(message: e.message));
  1642→    } catch (e) {
  1643→      return FailureResult(Failure.server(message: 'Unexpected error: $e', statusCode: 500));
  1644→    }
  1645→  }
  1646→}
  1647→
